population,elevation,genotype,Replicate #,am.pm,date,treatment,rh (%),Tair (oC),Tleaf (oC),vpd (kPa),gsw.(mol m-2 s-1),gsw.(mmol m-2 s-1),E.(mmol m-2 s-1),E (mol m-2 s-1),E (g m-2 s-1),E (kg m-2 s-1),E (kg m-2 hr-1),Total leaf area (m2),Al:Ab (m2 cm-2),Al:Ab (m2 m-2),Ypd (MPa),Ymd (MPa),Delta Y (MPa),K (Kg hr-1 MPa-1 m-2) ,K (Kg hr-1 MPa-1 m-2) per BA,K (mmol s-1 MPa-1 m-2) per LA,K (mmol s-1 MPa-1 m-2) per BA
NRV-NEW,666,123,20,pm,8/23/23,predrought,18.1,41.44,36.24,4.58,0.17,170,7.39,0.007,0.133,0.000133,0.479,5.82,2.02,20200,-0.71,-2.24,1.53,0.313,6322.362,4.825968648,97484.5667
NRV-NEW,666,123,22,pm,8/23/23,predrought,19.07,40.83,37.61,5.03,0.09,90,4.21,0.004,0.076,0.000076,0.273,4.78,1.58,15800,-0.34,-2.31,1.97,0.138,2188.003,2.135243253,33736.8434
TSZ-SAN,1212,3,29,pm,8/23/23,predrought,17.14,42.02,39.74,5.87,0.06,60,3.29,0.003,0.059,0.000059,0.213,8.68,2.32,23200,-0.43,-1.62,1.19,0.179,4156.348,2.762360945,64086.77392
TSZ-SAN,1212,3,30,pm,8/23/23,predrought,18.8,40.25,36.82,4.81,0.09,90,4.19,0.004,0.075,0.000075,0.272,7.00,2.43,24300,-0.44,-1.83,1.39,0.195,4746.577,3.011831779,73187.51222
TSZ-SAN,1212,3,31,pm,8/24/23,predrought,19.41,42.86,39.01,5.34,0.11,110,5.54,0.006,0.100,0.000100,0.359,6.14,1.8,18000,-0.41,-1.81,1.4,0.256,4615.611,3.953786532,71168.15757
TSZ-SAN,1212,4,32,pm,8/23/23,predrought,16.97,41.99,39.75,5.9,0.05,50,2.5,0.003,0.045,0.000045,0.162,6.68,1.44,14400,-0.36,-1.68,1.32,0.123,1767.273,1.892333013,27249.59539
TSZ-SAN,1212,4,33,pm,8/24/23,predrought,20.65,42.61,38.07,4.91,0.12,120,5.49,0.005,0.099,0.000099,0.356,14.08,4.13,41300,-0.51,-1.92,1.41,0.252,10420.254,3.890314576,160669.992
TSZ-SAN,1212,4,34,pm,8/23/23,predrought,18.92,40.4,36.19,4.58,0.12,120,5.27,0.005,0.095,0.000095,0.341,4.71,1.38,13800,-0.55,-2,1.45,0.236,3250.100,3.631400103,50113.32143
TSZ-SAN,1212,7,36,pm,8/23/23,predrought,18.62,40.07,36.66,4.78,0.09,90,4.26,0.004,0.077,0.000077,0.276,6.11,0.97,9700,-0.49,-1.95,1.46,0.189,1834.018,2.915333425,28278.73422
TSZ-SAN,1212,7,37,pm,8/23/23,predrought,18.84,40.66,36.2,4.58,0.16,160,6.52,0.007,0.117,0.000117,0.422,3.68,0.9,9000,-0.37,-2.04,1.67,0.253,2276.925,3.900880203,35107.92183
TSZ-SAN,1212,7,83,pm,8/23/23,predrought,18.67,41.67,38.59,5.34,0.14,140,6.95,0.007,0.125,0.000125,0.450,7.91,2.14,21400,-0.37,-1.77,1.4,0.322,6884.074,4.960075162,106145.6085
TSZ-SAN,1212,8,38,pm,8/23/23,predrought,18.13,40.92,37.75,5.13,0.11,110,5.05,0.005,0.091,0.000091,0.327,13.38,3.28,32800,-0.31,-1.83,1.52,0.215,7061.495,3.319550492,108881.2561
TSZ-SAN,1212,8,39,pm,8/24/23,predrought,22.12,41.41,38.53,5.06,0.13,130,6.17,0.006,0.111,0.000111,0.400,3.71,1.36,13600,-0.31,-1.65,1.34,0.298,4057.834,4.600572237,62567.78243
TSZ-SAN,1212,8,40,pm,8/24/23,predrought,20.34,42.85,40.22,5.72,0.07,70,3.93,0.004,0.071,0.000071,0.255,4.62,1.66,16600,-0.33,-1.88,1.55,0.164,2727.369,2.533333352,42053.33365
TSZ-SAN,1212,10,21,pm,8/23/23,predrought,19.33,40.75,36.11,4.5,0.15,150,6.31,0.006,0.114,0.000114,0.409,4.78,1.38,13800,-0.34,-2.26,1.92,0.213,2938.883,3.283670862,45314.65789
TSZ-SAN,1212,10,41,pm,8/24/23,predrought,20.41,42.3,37.09,4.61,0.12,120,4.99,0.005,0.090,0.000090,0.323,15.53,3.35,33500,-0.29,-1.95,1.66,0.195,6525.477,3.00347448,100616.3951
TSZ-SAN,1212,10,42,pm,8/24/23,predrought,20.13,42.68,38.07,4.94,0.16,160,7.47,0.007,0.134,0.000134,0.484,14.52,3.06,30600,-0.42,-1.72,1.3,0.372,11393.934,5.741280137,175683.1722
CCR-COL,72,156,43,pm,8/28/23,drought,12.35,49.19,47.69,9.53,0.01,10,1.27,0.001,0.023,0.000023,0.082,18.53,3.87,38700,-0.68,-2.05,1.37,0.060,2324.712,0.926221041,35844.75427
CCR-COL,72,156,44,pm,8/28/23,drought,13.39,46.52,45.91,8.66,0,0,0.4,0.000,0.007,0.000007,0.026,5.08,1.59,15900,-0.57,-2.46,1.89,0.014,218.057,0.211460705,3362.225209
CCR-COL,72,156,45,pm,8/28/23,drought,12.8,48.31,47.07,9.23,0.03,30,2.13,0.002,0.038,0.000038,0.138,13.38,3.64,36400,-0.57,-1.73,1.16,0.119,4331.098,1.834649483,66781.24118
CCR-COL,72,149,46,pm,8/28/23,drought,12.87,49.12,48.46,9.91,0.02,20,1.69,0.002,0.030,0.000030,0.110,10.99,2.05,20500,-0.76,-2.12,1.36,0.081,1650.732,1.241593084,25452.65823
CCR-COL,72,149,47,pm,8/28/23,drought,12.7,47.99,47.24,9.33,0.01,10,1.07,0.001,0.019,0.000019,0.069,10.98,2.51,25100,-0.83,-1.86,1.03,0.067,1689.644,1.037953844,26052.64148
CCR-COL,72,149,48,pm,8/28/23,drought,13.64,47,45.37,8.32,0.02,20,1.64,0.002,0.030,0.000030,0.106,17.25,2.85,28500,-1.1,-2.09,0.99,0.107,3059.345,1.655160609,47172.07736
CCR-COL,72,152,49,pm,8/28/23,drought,15.23,46.49,44.79,7.91,0.04,40,3.05,0.003,0.055,0.000055,0.198,16.68,2.78,27800,-0.72,-1.77,1.05,0.188,5232.754,2.902298176,80683.8893
CCR-COL,72,152,50,pm,8/28/23,drought,13.01,47.59,45.27,8.31,0.03,30,2.3,0.002,0.041,0.000041,0.149,29.47,3.96,39600,-0.74,-2.03,1.29,0.116,4575.181,1.781433497,70544.76649
CCR-COL,72,152,51,pm,8/28/23,drought,14.41,46.52,42.39,6.91,0.07,70,4.12,0.004,0.074,0.000074,0.267,11.56,1.91,19100,-0.5,-2.2,1.7,0.157,2999.554,2.42147385,46250.15053
CCR-COL,72,155,58,pm,8/28/23,drought,13.13,47.96,46.37,8.82,0.03,30,2.43,0.002,0.044,0.000044,0.157,25.14,4.53,45300,-0.82,-1.98,1.16,0.136,6149.241,2.093050819,94815.20208
CCR-COL,72,155,59,pm,8/28/23,drought,14.47,47.36,46.85,8.97,0.02,20,1.82,0.002,0.033,0.000033,0.118,16.94,3.17,31700,-0.73,-1.89,1.16,0.102,3222.906,1.56763477,49694.02219
CCR-COL,72,155,60,pm,8/28/23,drought,13.05,47.82,45.93,8.62,0.01,10,1.07,0.001,0.019,0.000019,0.069,22.24,4.22,42200,-0.64,-2,1.36,0.051,2151.455,0.786097397,33173.31013
CCR-COL,72,5,61,pm,8/28/23,drought,13.63,46.87,45.9,8.6,0.01,10,0.69,0.001,0.012,0.000012,0.045,5.59,1.83,18300,-0.5,-2.01,1.51,0.030,541.874,0.456566069,8355.159054
CCR-COL,72,5,63,pm,8/28/23,drought,14.92,46.75,45.48,8.26,0.04,40,2.8,0.003,0.050,0.000050,0.181,13.53,2.78,27800,-0.66,-1.75,1.09,0.166,4627.552,2.566628557,71352.27388
CCR-COL,72,5,85,pm,8/28/23,drought,13.56,47.72,46.8,9.02,0.01,10,0.48,0.000,0.009,0.000009,0.031,8.26,2.33,23300,-1,-2.36,1.36,0.023,532.885,0.352641823,8216.55447
JLA-JAK,1521,153,69,pm,8/28/23,drought,13.81,46.94,45.32,8.29,0.03,30,2.22,0.002,0.040,0.000040,0.144,1.89,0.42,4200,-0.56,-1.84,1.28,0.112,472.028,1.732903957,7278.19662
JLA-JAK,1521,153,76,pm,8/28/23,drought,14.59,47.13,47.08,9.11,0.01,10,0.51,0.001,0.009,0.000009,0.033,1.63,0.4,4000,-0.89,-2.14,1.25,0.026,105.754,0.407653947,1630.615788
JLA-JAK,1521,153,90,pm,8/28/23,drought,12.11,48.79,48.19,9.86,0.02,20,1.5,0.002,0.027,0.000027,0.097,3.81,0.53,5300,-1.1,-2.2,1.1,0.088,468.327,1.36247977,7221.142779
JLA-JAK,1521,155,62,pm,8/28/23,drought,12.52,49.06,45.98,8.6,0.04,40,3.43,0.003,0.062,0.000062,0.222,1.17,0.44,4400,-0.71,-2.12,1.41,0.158,693.590,2.430560837,10694.46768
JLA-JAK,1521,155,64,pm,8/28/23,drought,16.51,45.43,42.74,6.91,0.1,100,6.34,0.006,0.114,0.000114,0.411,1.37,0.45,4500,-0.55,-2.25,1.7,0.242,1087.496,3.726248594,16768.11867
JLA-JAK,1521,155,66,pm,8/28/23,drought,13.68,46.62,45.15,8.23,0.02,20,1.83,0.002,0.033,0.000033,0.119,3.21,0.68,6800,-0.85,-2.23,1.38,0.086,584.327,1.324962211,9009.743034
JLA-JAK,1521,156,71,pm,8/28/23,drought,12.33,48.95,46.2,8.76,0.04,40,3.63,0.004,0.065,0.000065,0.235,3.35,0.65,6500,-0.68,-1.55,0.87,0.270,1757.421,4.168874882,27097.68673
JLA-JAK,1521,156,74,pm,8/28/23,drought,13.65,47.27,46.24,8.76,0.01,10,1.08,0.001,0.019,0.000019,0.070,2.92,0.64,6400,-1,-1.97,0.97,0.072,461.750,1.112457709,7119.729337
JLA-JAK,1521,156,75,pm,8/28/23,drought,13.44,46.72,45.62,8.49,0.02,20,1.27,0.001,0.023,0.000023,0.082,2.78,0.58,5800,-1.3,-2.14,0.84,0.098,568.234,1.510622411,8761.609986
JLA-JAK,1521,157,67,pm,8/28/23,drought,13.3,47.69,46.63,8.96,0.02,20,2.02,0.002,0.036,0.000036,0.131,2.46,0.65,6500,-0.99,-2.1,1.11,0.118,766.508,1.818276305,11818.79598
JLA-JAK,1521,157,68,pm,8/28/23,drought,13.13,47.96,47.17,9.25,0.01,10,1.18,0.001,0.021,0.000021,0.076,2.9,0.85,8500,-1.8,-2.52,0.72,0.106,902.700,1.637498834,13918.74009
JLA-JAK,1521,157,72,pm,8/28/23,drought,13.74,47.65,46.98,9.11,0.01,10,0.94,0.001,0.017,0.000017,0.061,1.89,1.52,15200,-1.74,-2.26,0.52,0.117,1780.505,1.806159079,27453.61801
JLA-JAK,1521,158,70,pm,8/28/23,drought,13.9,46.43,45.02,8.16,0.02,20,1.44,0.001,0.026,0.000026,0.093,1.25,0.24,2400,-1.06,-2.06,1,0.093,223.949,1.438778637,3453.068728
JLA-JAK,1521,158,73,pm,8/28/23,drought,14.04,47.19,46.08,8.63,0.02,20,1.54,0.002,0.028,0.000028,0.100,1.75,0.39,3900,-0.96,-1.93,0.97,0.103,401.226,1.586282289,6186.500925
JLA-JAK,1521,158,81,pm,8/28/23,drought,14.86,46.48,45.57,8.34,0.02,20,1.26,0.001,0.023,0.000023,0.082,0.53,0.2,2000,-1.15,-2.16,1.01,0.081,161.679,1.246466641,2492.933282
NRV-NEW,666,101,1,pm,8/28/23,drought,13.44,48.45,47.12,9.14,0.01,10,0.46,0.000,0.008,0.000008,0.030,5.47,1.21,12100,-0.42,-2.08,1.66,0.018,217.275,0.276873399,3350.168128
NRV-NEW,666,101,2,pm,8/28/23,drought,12.56,48.43,48.45,9.99,0.01,10,0.94,0.001,0.017,0.000017,0.061,6.42,1.41,14100,-0.72,-1.82,1.1,0.055,780.781,0.853820656,12038.87125
NRV-NEW,666,101,3,pm,8/28/23,drought,12.53,48.72,48.57,10.04,0.01,10,0.73,0.001,0.013,0.000013,0.047,5.07,1.03,10300,-0.67,-1.86,1.19,0.040,409.438,0.612925073,6313.128251
NRV-NEW,666,105,7,pm,8/28/23,drought,12.54,48.79,47.16,9.25,0.02,20,1.78,0.002,0.032,0.000032,0.115,3.34,0.91,9100,-1.28,-2.24,0.96,0.120,1093.365,1.85259402,16858.60558
NRV-NEW,666,105,8,pm,8/28/23,drought,13.34,48.47,45.33,8.22,0.05,50,3.96,0.004,0.071,0.000071,0.257,2.64,0.69,6900,-0.96,-1.73,0.77,0.333,2299.474,5.138495131,35455.61641
NRV-NEW,666,105,9,pm,8/28/23,drought,13.87,47.79,46.73,8.94,0.01,10,1.16,0.001,0.021,0.000021,0.075,5.01,1.09,10900,-0.9,-2.34,1.44,0.052,568.980,0.804872308,8773.108162
NRV-NEW,666,118,10,pm,8/28/23,drought,14.32,46.42,44.79,8.01,0.01,10,0.46,0.000,0.008,0.000008,0.030,3.56,1.00,10000,-1.25,-2.53,1.28,0.023,232.875,0.359070189,3590.701893
NRV-NEW,666,118,11,pm,8/28/23,drought,13.73,47.41,46.05,8.63,0.01,10,0.5,0.001,0.009,0.000009,0.032,3.32,0.91,9100,-0.61,-2.62,2.01,0.016,146.687,0.248545232,2261.761608
NRV-NEW,666,118,12,pm,8/28/23,drought,12.1,49.19,47.92,9.69,0.01,10,0.87,0.001,0.016,0.000016,0.056,1.61,0.5,5000,-1.27,-2.24,0.97,0.058,290.598,0.896146488,4480.732438
NRV-NEW,666,122,16,pm,8/28/23,drought,14.27,47.1,46.56,8.88,0.01,10,0.72,0.001,0.013,0.000013,0.047,7.05,2.21,22100,-0.89,-2.03,1.14,0.041,904.472,0.631043262,13946.05608
NRV-NEW,666,122,17,pm,8/28/23,drought,13.31,46.77,45.58,8.48,0.01,10,0.4,0.000,0.007,0.000007,0.026,4.82,1.19,11900,-1,-2.29,1.29,0.020,239.107,0.309814521,3686.792803
NRV-NEW,666,122,18,pm,8/28/23,drought,12.89,48.59,48.03,9.7,0.01,10,0.78,0.001,0.014,0.000014,0.051,7.37,1.96,19600,-0.97,-1.85,0.88,0.057,1125.753,0.88561185,17357.99227
NRV-NEW,666,123,19,pm,8/28/23,drought,17.77,44.33,44.33,7.62,0.03,30,2.45,0.002,0.044,0.000044,0.159,6.06,1.55,15500,-1.37,-1.73,0.36,0.441,6835.500,6.799783295,105396.6411
NRV-NEW,666,123,20,pm,8/28/23,drought,15.72,46,46.34,8.69,0.02,20,1.35,0.001,0.024,0.000024,0.087,5.82,2.02,20200,-0.85,-2.26,1.41,0.062,1253.260,0.956634732,19324.02158
NRV-NEW,666,123,22,pm,8/28/23,drought,13.62,48.2,46.8,8.97,0.01,10,1.17,0.001,0.021,0.000021,0.076,4.78,1.58,15800,-1.19,-2.37,1.18,0.064,1015.163,0.990684443,15652.81419
TSZ-SAN,1212,3,29,pm,8/28/23,drought,12.46,49.02,46.83,9.07,0.02,20,1.36,0.001,0.024,0.000024,0.088,8.68,2.32,23200,-1.49,-2.54,1.05,0.084,1947.209,1.294139515,30024.03674
TSZ-SAN,1212,3,30,pm,8/28/23,drought,13.12,48.21,47.12,9.2,0.01,10,0.84,0.001,0.015,0.000015,0.054,7.00,2.43,24300,-1,-2.35,1.35,0.040,979.776,0.621694473,15107.17569
TSZ-SAN,1212,3,31,pm,8/28/23,drought,13.12,47.74,46.5,8.9,0.01,10,1.03,0.001,0.019,0.000019,0.067,6.14,1.8,18000,-1,-2.23,1.23,0.054,976.741,0.836688119,15060.38614
TSZ-SAN,1212,4,32,pm,8/28/23,drought,12.19,48.9,48.22,9.86,0.01,10,0.48,0.000,0.009,0.000009,0.031,6.68,1.44,14400,-0.91,-2.49,1.58,0.020,283.479,0.303539797,4370.973074
TSZ-SAN,1212,4,33,pm,8/28/23,drought,14.08,46.77,45.41,8.31,0.01,10,0.94,0.001,0.017,0.000017,0.061,14.08,4.13,41300,-0.99,-2.41,1.42,0.043,1771.595,0.661410367,27316.24816
TSZ-SAN,1212,4,34,pm,8/28/23,drought,13.46,48.35,48.41,9.87,0.01,10,0.54,0.001,0.010,0.000010,0.035,4.71,1.38,13800,-0.62,-2.45,1.83,0.019,263.874,0.294831688,4068.677293
TSZ-SAN,1212,7,36,pm,8/28/23,drought,12.7,48,47.98,9.74,0.02,20,1.52,0.002,0.027,0.000027,0.098,6.11,0.97,9700,-0.67,-2.04,1.37,0.072,697.380,1.108548017,10752.91576
TSZ-SAN,1212,7,37,pm,8/28/23,drought,12.78,48.45,47.76,9.58,0.01,10,1.14,0.001,0.021,0.000021,0.074,3.68,0.9,9000,-0.67,-2.06,1.39,0.053,478.308,0.819448264,7375.034379
TSZ-SAN,1212,7,83,pm,8/28/23,drought,11.93,49.26,48.89,10.26,0.01,10,0.93,0.001,0.017,0.000017,0.060,7.91,2.14,21400,-0.54,-2.16,1.62,0.037,796.080,0.573587162,12274.76527
TSZ-SAN,1212,8,38,pm,8/28/23,drought,12.77,49.07,49.78,10.7,0,0,0.49,0.000,0.009,0.000009,0.032,13.38,3.28,32800,-0.88,-2.08,1.2,0.026,867.888,0.407986998,13381.97352
TSZ-SAN,1212,8,39,pm,8/28/23,drought,14.15,46.48,45.46,8.35,0.02,20,1.24,0.001,0.022,0.000022,0.080,3.71,1.36,13600,-0.57,-2.93,2.36,0.034,463.045,0.524978081,7139.701898
TSZ-SAN,1212,8,40,pm,8/28/23,drought,13.34,47.83,46.08,8.66,0.01,10,0.76,0.001,0.014,0.000014,0.049,4.62,1.66,16600,-0.73,-2.43,1.7,0.029,480.892,0.446679642,7414.88206
TSZ-SAN,1212,10,21,pm,8/28/23,drought,13.01,48.36,46.59,8.92,0.01,10,1.05,0.001,0.019,0.000019,0.068,4.78,1.38,13800,-0.83,-2.07,1.24,0.055,757.219,0.846055986,11675.57261
TSZ-SAN,1212,10,41,pm,8/28/23,drought,13.4,46.54,45.72,8.55,0.01,10,1.02,0.001,0.018,0.000018,0.066,15.53,3.35,33500,-0.97,-2.4,1.43,0.046,1548.403,0.712681726,23874.83781
TSZ-SAN,1212,10,42,pm,8/28/23,drought,13.75,46.74,43.44,7.4,0.06,60,3.88,0.004,0.070,0.000070,0.251,14.52,3.06,30600,-1.54,-1.86,0.32,0.786,24042.420,12.11471595,370710.3081
CCR-COL,72,156,43,am,9/6/23,postdrought,25.38,30.53,27.15,2.49,0.18,180,4.19,0.004,0.075,0.000075,0.272,17.37,2.1,21000,-0.69,-2.51,1.82,0.149,3132.831,2.30024515,48305.14814
CCR-COL,72,156,44,am,9/7/23,postdrought,17.64,35.61,33.21,4.08,0.11,110,4.3,0.004,0.077,0.000077,0.279,12.19,2.64,26400,-0.29,-2.01,1.72,0.162,4276.800,2.497879578,65944.02085
CCR-COL,72,156,45,am,9/6/23,postdrought,22.27,31.61,30.21,3.26,0.09,90,2.65,0.003,0.048,0.000048,0.172,9.84,1.55,15500,-0.34,-1.78,1.44,0.119,1848.375,1.838716911,28500.11213
CCR-COL,72,149,46,am,9/6/23,postdrought,23.5,30.84,28.32,2.81,0.12,120,3.12,0.003,0.056,0.000056,0.202,11.24,1.25,12500,-0.44,-1.92,1.48,0.137,1707.568,2.106320076,26329.00095
CCR-COL,72,149,47,am,9/7/23,postdrought,22.63,31.13,29.81,3.17,0.17,170,5.17,0.005,0.093,0.000093,0.335,20.43,2.53,25300,-0.28,-2.39,2.11,0.159,4017.016,2.448158752,61938.41643
CCR-COL,72,149,48,am,9/7/23,postdrought,19.47,33.09,31.78,3.73,0.1,100,3.36,0.003,0.060,0.000060,0.218,21.78,2.31,23100,-0.32,-2.55,2.23,0.098,2255.389,1.505448499,34775.86032
CCR-COL,72,152,49,am,9/6/23,postdrought,25.42,29.19,24.52,2.05,0.35,350,6.68,0.007,0.120,0.000120,0.433,27.89,2.35,23500,-0.62,-2.54,1.92,0.225,5298.075,3.476215746,81691.07003
CCR-COL,72,152,50,am,9/7/23,postdrought,22.93,31.69,28.84,2.92,0.25,250,6.44,0.006,0.116,0.000116,0.417,25.57,2.29,22900,-0.34,-2.48,2.14,0.195,4465.628,3.006793361,68855.56797
CCR-COL,72,152,51,am,9/7/23,postdrought,18.45,35.78,30.67,3.34,0.38,380,11.6,0.012,0.209,0.000209,0.752,18.57,1.84,18400,-0.4,-2.52,2.12,0.355,6524.015,5.467057189,100593.8523
CCR-COL,72,155,58,am,9/7/23,postdrought,22.52,31.28,29.16,3.04,0.16,160,4.15,0.004,0.075,0.000075,0.269,4.11,0.5,5000,-0.4,-2.41,2.01,0.134,668.955,2.062925422,10314.62711
CCR-COL,72,155,59,am,9/6/23,postdrought,25.53,29.51,28.15,2.76,0.09,90,2.33,0.002,0.042,0.000042,0.151,22.47,2.37,23700,-0.53,-2.22,1.69,0.089,2117.350,1.377528856,32647.43389
CCR-COL,72,155,60,am,9/7/23,postdrought,22.9,30.89,30.12,3.25,0.05,50,1.6,0.002,0.029,0.000029,0.104,10.28,1.13,11300,-0.25,-2.03,1.78,0.058,658.193,0.898114005,10148.68826
CCR-COL,72,5,61,am,9/7/23,postdrought,21.52,32.86,31.11,3.45,0.07,70,2.31,0.002,0.042,0.000042,0.150,20.64,4.72,47200,-0.24,-1.92,1.68,0.089,4205.520,1.373833768,64844.95384
CCR-COL,72,5,63,am,9/6/23,postdrought,26.03,29.29,27.11,2.53,0.12,120,2.97,0.003,0.053,0.000053,0.192,20.28,3.11,31100,-1.11,-2.11,1,0.192,5985.382,2.967480938,92288.65718
CCR-COL,72,5,85,am,9/7/23,postdrought,24.14,30.46,29.84,3.16,0.08,80,2.36,0.002,0.042,0.000042,0.153,7.85,1.36,13600,-0.38,-1.92,1.54,0.099,1350.533,1.531167741,20823.88128
JLA-JAK,1521,153,69,am,9/7/23,postdrought,20.93,33.02,31.72,3.63,0.15,150,5.11,0.005,0.092,0.000092,0.331,1.69,0.31,3100,-0.33,-1.6,1.27,0.261,808.265,4.020209336,12462.64894
JLA-JAK,1521,153,76,am,9/7/23,postdrought,20.98,33.43,33.09,3.98,0.06,60,2.24,0.002,0.040,0.000040,0.145,2.03,0.31,3100,-0.58,-1.77,1.19,0.122,378.127,1.880756388,5830.344803
JLA-JAK,1521,153,90,am,9/6/23,postdrought,21.76,31.2,29.11,3.04,0.09,90,2.43,0.002,0.044,0.000044,0.157,1.27,0.15,1500,-1.06,-2.11,1.05,0.150,224.949,2.312322809,3468.484214
JLA-JAK,1521,155,62,am,9/6/23,postdrought,25.16,30.1,26.44,2.38,0.22,220,4.95,0.005,0.089,0.000089,0.321,2.31,0.45,4500,-1.21,-2.71,1.5,0.214,962.280,3.297201043,14837.40469
JLA-JAK,1521,155,64,am,9/6/23,postdrought,26.38,29.11,26.91,2.49,0.16,160,3.66,0.004,0.066,0.000066,0.237,2.25,0.5,5000,-1.17,-1.79,0.62,0.383,1912.645,5.898218874,29491.09437
JLA-JAK,1521,155,66,am,9/7/23,postdrought,20.01,34.05,30.52,3.31,0.16,160,4.92,0.005,0.089,0.000089,0.319,3.09,0.44,4400,-0.44,-2.21,1.77,0.180,792.537,2.777303395,12220.13494
JLA-JAK,1521,156,71,am,9/6/23,postdrought,24.8,30.23,28.3,2.79,0.12,120,3.15,0.003,0.057,0.000057,0.204,1.53,0.24,2400,-0.45,-1.85,1.4,0.146,349.920,2.24809162,5395.419888
JLA-JAK,1521,156,74,am,9/7/23,postdrought,19.98,33.65,33.16,4.04,0.09,90,3.57,0.004,0.064,0.000064,0.231,2.22,0.32,3200,-0.68,-1.58,0.9,0.257,822.528,3.963302263,12682.56724
JLA-JAK,1521,156,75,am,9/7/23,postdrought,19.61,34.42,34.38,4.37,0.11,110,4.49,0.004,0.081,0.000081,0.291,3.2,0.59,5900,-0.53,-1.72,1.19,0.244,1442.535,3.76990901,22242.46316
JLA-JAK,1521,157,67,am,9/7/23,postdrought,24.3,30.18,29.16,3.01,0.16,160,4.47,0.004,0.080,0.000080,0.290,2.02,0.35,3500,-0.73,-1.98,1.25,0.232,811.037,3.572966948,12505.38432
JLA-JAK,1521,157,68,am,9/7/23,postdrought,22.08,31.03,29.48,3.13,0.09,90,2.58,0.003,0.046,0.000046,0.167,2.24,0.41,4100,-0.84,-2.26,1.42,0.118,482.714,1.815360369,7442.977514
JLA-JAK,1521,157,72,am,9/6/23,postdrought,24.74,29.79,28.06,2.76,0.1,100,2.62,0.003,0.047,0.000047,0.170,2.52,0.46,4600,-1.19,-2.08,0.89,0.191,877.494,2.941323368,13530.08749
JLA-JAK,1521,158,70,am,9/7/23,postdrought,17.1,35.92,33.98,4.31,0.13,130,5.1,0.005,0.092,0.000092,0.330,1.21,0.27,2700,-0.45,-1.75,1.3,0.254,686.382,3.919749491,10583.32363
JLA-JAK,1521,158,73,am,9/7/23,postdrought,19.19,33.59,31.19,3.55,0.17,170,5.75,0.006,0.104,0.000104,0.373,0.73,0.16,1600,-0.48,-1.73,1.25,0.298,476.928,4.596098423,7353.757477
JLA-JAK,1521,158,81,am,9/7/23,postdrought,16.42,36.3,33.83,4.28,0.13,130,5.36,0.005,0.096,0.000096,0.347,0.69,0.22,2200,-0.42,-2.09,1.67,0.208,457.558,3.206858572,7055.088858
NRV-NEW,666,101,1,am,9/6/23,postdrought,22.44,31.88,29.08,2.97,0.1,100,2.81,0.003,0.051,0.000051,0.182,5.48,0.73,7300,-0.26,-2.3,2.04,0.089,651.589,1.376282669,10046.86349
NRV-NEW,666,101,2,am,9/6/23,postdrought,22.92,31.5,30.16,3.25,0.11,110,3.29,0.003,0.059,0.000059,0.213,4.08,0.49,4900,-1.3,-2.2,0.9,0.237,1160.712,3.652455027,17897.02963
NRV-NEW,666,101,3,am,9/6/23,postdrought,21.59,31.31,29.65,3.17,0.15,150,4.48,0.004,0.081,0.000081,0.290,6.39,0.75,7500,-1.11,-2.37,1.26,0.230,1728.000,3.552539844,26644.04883
NRV-NEW,666,105,7,am,9/6/23,postdrought,24.82,30.41,28.89,2.9,0.07,70,1.95,0.002,0.035,0.000035,0.126,3.32,0.56,5600,-1.32,-1.82,0.5,0.253,1415.232,3.896692141,21821.47599
NRV-NEW,666,105,8,am,9/6/23,postdrought,24.96,29.9,27.04,2.53,0.18,180,4.19,0.004,0.075,0.000075,0.272,1.18,0.18,1800,-1.2,-2.1,0.9,0.302,543.024,4.651606858,8372.892345
NRV-NEW,666,105,9,am,9/7/23,postdrought,21.93,32.45,31.72,3.61,0.1,100,3.4,0.003,0.061,0.000061,0.220,4.63,0.75,7500,-0.56,-2.61,2.05,0.107,806.049,1.657129866,12428.474
NRV-NEW,666,118,10,am,9/7/23,postdrought,16.83,36.16,34.07,4.33,0.08,80,3.42,0.003,0.062,0.000062,0.222,10.06,1.55,15500,-0.26,-1.83,1.57,0.141,2187.929,2.176496345,33735.69335
NRV-NEW,666,118,11,am,9/7/23,postdrought,22.56,31.45,30.13,3.24,0.07,70,2.23,0.002,0.040,0.000040,0.145,2.44,0.45,4500,-0.36,-1.71,1.35,0.107,481.680,1.650450803,7427.028611
NRV-NEW,666,118,12,am,9/6/23,postdrought,23.09,30.79,29.55,3.12,0.06,60,1.83,0.002,0.033,0.000033,0.119,1.93,0.33,3300,-0.47,-1.91,1.44,0.082,271.755,1.269755452,4190.192992
NRV-NEW,666,122,16,am,9/7/23,postdrought,20.47,33.2,33.69,4.2,0.07,70,2.59,0.003,0.047,0.000047,0.168,8.47,1.37,13700,-0.27,-1.65,1.38,0.122,1666.158,1.875219741,25690.51045
NRV-NEW,666,122,17,am,9/7/23,postdrought,19.61,34.61,33.29,4.04,0.09,90,3.38,0.003,0.061,0.000061,0.219,8.18,1.23,12300,-0.26,-2.09,1.83,0.120,1472.129,1.845427972,22698.76406
